database_name,database_university,database_race,database_gender,database_title,database_discipline,database_research,matched,num_matches,speaker_name,speaker_university,speaker_race_identified,seminar_university,seminar_discipline,seminar_condition,seminar_date,semester
John Johnson,Ohio State University,Black,Man,Assistant Professor,Mathematics,"topological algebra, algebra in the stone�?ech compactification",Match Detail,,Jennifer Johnson-Leung,University of Idaho,white,"University of California, San Diego",Mathematics,treatment,10/23/2024 0:00,Fall
John Johnson,Ohio State University,Black,Man,Assistant Professor,Mathematics,"topological algebra, algebra in the stone�?ech compactification",Match Detail,,Will Johnson,Fudan University,white,University of Wisconsin-Madison,Mathematics,control,11/18/2024,Fall
John Johnson,Ohio State University,Black,Man,Assistant Professor,Mathematics,"topological algebra, algebra in the stone�?ech compactification",Match Detail,,Will Johnson,Fudan University,white,University of Wisconsin-Madison,Mathematics,control,11/18/2024,Fall
John Johnson,Ohio State University,Black,Man,Assistant Professor,Mathematics,"topological algebra, algebra in the stone�?ech compactification",Match Detail,,Trygve Johnson,UiT The Arctic University of Norway,white,Virginia Tech,Mathematics,control,5/6/2025,Spring
Norou Diawara,Old Dominion University,Black,Man,Professor,Mathematics,"multivariate analysis, biological modeling, probability theory, estimation techniques",No,0,,,,,,,,
Aissa Wade,Pennsylvania State University,Black,Woman,Professor,Mathematics,"differential geometry, symplectic geometry",Yes,2,,,,,,,,
Aissa Wade,Pennsylvania State University,Black,Woman,Professor,Mathematics,"differential geometry, symplectic geometry",Match Detail,,Wade Hindes,Texas State University,white,Oklahoma State University-Stillwater,Mathematics,control,4/10/2025,Spring
Aissa Wade,Pennsylvania State University,Black,Woman,Professor,Mathematics,"differential geometry, symplectic geometry",Match Detail,,Wade Hindes,Texas State University,white,Oklahoma State University-Stillwater,Mathematics,control,4/24/2025,Spring
Carina Curto,Pennsylvania State University,Hispanic,Woman,Professor,Mathematics,"theoretical and computational, neuroscience",No,0,,,,,,,,
Chelsea Walton,Rice University,Black,Woman,Professor,Mathematics,noncommutative algebra and representation theory,Yes,1,,,,,,,,
Chelsea Walton,Rice University,Black,Woman,Professor,Mathematics,noncommutative algebra and representation theory,Match Detail,,Chelsea Walton,Rice University,black,Texas A&M University,Mathematics,treatment,10/25/2024 0:00,Fall
Juan Pablo Mejia Ramos,Rutgers University-New Brunswick,Hispanic,Man,Professor,Mathematics,mathematics education,Yes,3,,,,,,,,
Juan Pablo Mejia Ramos,Rutgers University-New Brunswick,Hispanic,Man,Professor,Mathematics,mathematics education,Match Detail,,Eric Ramos,Stevens Institute of Technology,white,"Graduate Center, CUNY",Mathematics,treatment,9/13/2024,Fall
Juan Pablo Mejia Ramos,Rutgers University-New Brunswick,Hispanic,Man,Professor,Mathematics,mathematics education,Match Detail,,Felipe GarcaRamos,Universidad Autónoma de San Luis Potosí,latino,"University of California, San Diego",Mathematics,treatment,9/23/2024 0:00,Fall
Juan Pablo Mejia Ramos,Rutgers University-New Brunswick,Hispanic,Man,Professor,Mathematics,mathematics education,Match Detail,,Jose Carlos Diaz Ramos,University of Santiago de Compostela,latino,Washington University in St. Louis,Mathematics,treatment,10/4/2024,Fall
Gerardo A. Mendoza,Temple University,Hispanic,Man,Professor,Mathematics,linear partial differential equations,Yes,1,,,,,,,,
Gerardo A. Mendoza,Temple University,Hispanic,Man,Professor,Mathematics,linear partial differential equations,Match Detail,,Juan Jose Mendoza Arenas,University of Pittsburgh,latino,University of Delaware,Mathematics,treatment,4/23/2025,Spring
Raegan Higgins,Texas Tech University,Black,Woman,Professor,Mathematics,oscillation criteria for certain linear and nonlinear second order dynamic equations,Yes,10,,,,,,,,
Raegan Higgins,Texas Tech University,Black,Woman,Professor,Mathematics,oscillation criteria for certain linear and nonlinear second order dynamic equations,Match Detail,,Cecelia Higgins,"University of California, Berkeley",white,California Institute of Technology,Mathematics,control,10/16/2024,Fall
Raegan Higgins,Texas Tech University,Black,Woman,Professor,Mathematics,oscillation criteria for certain linear and nonlinear second order dynamic equations,Match Detail,,Cecelia Higgins,"University of California, Berkeley",white,California Institute of Technology,Mathematics,control,10/16/2024,Fall
Raegan Higgins,Texas Tech University,Black,Woman,Professor,Mathematics,oscillation criteria for certain linear and nonlinear second order dynamic equations,Match Detail,,Cecilia Higgins,"University of California, Berkeley",white,Carnegie Mellon University,Mathematics,treatment,11/26/2024,Fall
Raegan Higgins,Texas Tech University,Black,Woman,Professor,Mathematics,oscillation criteria for certain linear and nonlinear second order dynamic equations,Match Detail,,Vijay Higgins,"University of California, Los Angeles",asian,"University of California, Los Angeles",Mathematics,control,11/25/2024 0:00,Fall
Raegan Higgins,Texas Tech University,Black,Woman,Professor,Mathematics,oscillation criteria for certain linear and nonlinear second order dynamic equations,Match Detail,,Cecelia Higgins,"University of California, Los Angeles",white,University of Notre Dame,Mathematics,treatment,4/8/2025,Fall
Raegan Higgins,Texas Tech University,Black,Woman,Professor,Mathematics,oscillation criteria for certain linear and nonlinear second order dynamic equations,Match Detail,,Cecelia Higgins,"University of California, Los Angeles",white,University of Notre Dame,Mathematics,treatment,4/8/2025,Fall
Raegan Higgins,Texas Tech University,Black,Woman,Professor,Mathematics,oscillation criteria for certain linear and nonlinear second order dynamic equations,Match Detail,,Vijay Higgins,"University of California, Los Angeles",asian,Yale University,Mathematics,control,11/8/2024,Fall
Raegan Higgins,Texas Tech University,Black,Woman,Professor,Mathematics,oscillation criteria for certain linear and nonlinear second order dynamic equations,Match Detail,,Vijay Higgins,"University of California, Los Angeles",asian,Yale University,Mathematics,control,11/11/2024,Fall
Raegan Higgins,Texas Tech University,Black,Woman,Professor,Mathematics,oscillation criteria for certain linear and nonlinear second order dynamic equations,Match Detail,,Vijay Higgins,"University of California, Los Angeles",asian,Yale University,Mathematics,control,11/11/2024 0:00,Fall
Raegan Higgins,Texas Tech University,Black,Woman,Professor,Mathematics,oscillation criteria for certain linear and nonlinear second order dynamic equations,Match Detail,,Vijay Higgins,"University of California, Los Angeles",asian,Yale University,Mathematics,control,11/8/2024 0:00,Fall
Eric Quinto,Tufts University,Hispanic,Man,Robinson Professor,Mathematics,tomography,No,0,,,,,,,,
Ricardo Cortez,Tulane University,Hispanic,Woman,Pendergraft William Larkin Duren Professor,Mathematics,"computational fluid dynamics, numerical methods",No,0,,,,,,,,
David Cruz-Uribe,University of Alabama,Hispanic,Man,Professor,Mathematics,analysis,Yes,1,,,,,,,,
David Cruz-Uribe,University of Alabama,Hispanic,Man,Professor,Mathematics,analysis,Match Detail,,David Cruz-Uribe,University of Alabama,latino,Ohio State University,Mathematics,treatment,1/6/2025,Fall
Roberto Toro-Rodriguez,University of Alabama,Hispanic,Man,Assistant Professor,Mathematics,math education,No,0,,,,,,,,
Roger Sidje,University of Alabama,Black,Man,Professor,Mathematics,applied & computational math,No,0,,,,,,,,
Marius N. Nkashama,University of Alabama at Birmingham,Black,Man,Professor,Mathematics,"nonlinear partial differential equations and applications, nonlinear analysis, continuous dynamical systems",No,0,,,,,,,,
Toka Diagana,University of Alabama in Huntsville,Black,Man,Professor,Mathematics,"evolution equations, stochastic differential equations",No,0,,,,,,,,
Pedro Aceves Sanchez,University of Arizona,Hispanic,Man,Assistant Professor,Mathematics,"analysis and its applications, computational science and numerical analysis",Yes,7,,,,,,,,
Pedro Aceves Sanchez,University of Arizona,Hispanic,Man,Assistant Professor,Mathematics,"analysis and its applications, computational science and numerical analysis",Match Detail,,Tonatiuh Sanchez Vizuet,University of Arizona,latino,Texas Tech University,Mathematics,control,11/25/2024 0:00,Fall
Pedro Aceves Sanchez,University of Arizona,Hispanic,Man,Assistant Professor,Mathematics,"analysis and its applications, computational science and numerical analysis",Match Detail,,Tonatiuh Sanchez-Vizuet,University of Arizona,latino,University of Arizona,Mathematics,treatment,2024-08-29,Spring
Pedro Aceves Sanchez,University of Arizona,Hispanic,Man,Assistant Professor,Mathematics,"analysis and its applications, computational science and numerical analysis",Match Detail,,Tonatiuh Sanchez-Vizuet,University of Arizona,latino,University of Arizona,Mathematics,treatment,2024-08-29,Spring
Pedro Aceves Sanchez,University of Arizona,Hispanic,Man,Assistant Professor,Mathematics,"analysis and its applications, computational science and numerical analysis",Match Detail,,Tonatiuh Sanchez-Vizuet,INVALID,latino,University of Arizona,Mathematics,treatment,2024-08-29,Spring
Pedro Aceves Sanchez,University of Arizona,Hispanic,Man,Assistant Professor,Mathematics,"analysis and its applications, computational science and numerical analysis",Match Detail,,Tonatiuh Sanchez-Vizuet,INVALID,latino,University of Arizona,Mathematics,treatment,2024-08-29,Spring
Pedro Aceves Sanchez,University of Arizona,Hispanic,Man,Assistant Professor,Mathematics,"analysis and its applications, computational science and numerical analysis",Match Detail,,Duvan Cardona Sanchez,Ghent University,latino,"University of California, Los Angeles",Mathematics,control,9/10/2024 0:00,Fall
Pedro Aceves Sanchez,University of Arizona,Hispanic,Man,Assistant Professor,Mathematics,"analysis and its applications, computational science and numerical analysis",Match Detail,,"Jesus Sanchez, Jr.",Washington University in St. Louis,latino,Washington University in St. Louis,Mathematics,treatment,9/12/2024,Fall
Tonatiuh Sanchez Vizuet,University of Arizona,Hispanic,Man,Assistant Professor,Mathematics,"numerical analysis, scientific computing",Yes,5,,,,,,,,
Tonatiuh Sanchez Vizuet,University of Arizona,Hispanic,Man,Assistant Professor,Mathematics,"numerical analysis, scientific computing",Match Detail,,Tonatiuh Sanchez Vizuet,University of Arizona,latino,Texas Tech University,Mathematics,control,11/25/2024 0:00,Fall
Tonatiuh Sanchez Vizuet,University of Arizona,Hispanic,Man,Assistant Professor,Mathematics,"numerical analysis, scientific computing",Match Detail,,Tonatiuh Sanchez-Vizuet,University of Arizona,latino,University of Arizona,Mathematics,treatment,2024-08-29,Spring
Tonatiuh Sanchez Vizuet,University of Arizona,Hispanic,Man,Assistant Professor,Mathematics,"numerical analysis, scientific computing",Match Detail,,Tonatiuh Sanchez-Vizuet,University of Arizona,latino,University of Arizona,Mathematics,treatment,2024-08-29,Spring
Tonatiuh Sanchez Vizuet,University of Arizona,Hispanic,Man,Assistant Professor,Mathematics,"numerical analysis, scientific computing",Match Detail,,Tonatiuh Sanchez-Vizuet,INVALID,latino,University of Arizona,Mathematics,treatment,2024-08-29,Spring
Tonatiuh Sanchez Vizuet,University of Arizona,Hispanic,Man,Assistant Professor,Mathematics,"numerical analysis, scientific computing",Match Detail,,Tonatiuh Sanchez-Vizuet,INVALID,latino,University of Arizona,Mathematics,treatment,2024-08-29,Spring
Mariel Vazquez,"University of California, Davis",Hispanic,Woman,Professor,Mathematics,"interface , polymer physics, and molecular biology",Yes,2,,,,,,,,
Mariel Vazquez,"University of California, Davis",Hispanic,Woman,Professor,Mathematics,"interface , polymer physics, and molecular biology",Match Detail,,Alberto Rodriguez Vazquez,Free University of Brussels,latino,"Graduate Center, CUNY",Mathematics,treatment,11/7/2024 0:00,Fall
